id,natural_language,sql_query
896,"Show me the position, name, email, salary of employees where position is greater than Manager","SELECT position, name, email, salary FROM users WHERE position > 'Manager';"
897,"Show me the email, name, hire_date, salary of employees where position is after Manager","SELECT email, name, hire_date, salary FROM users WHERE position > 'Manager';"
898,Show me the age of employees where department is before Sales,SELECT age FROM users WHERE department < 'Sales';
899,Show me the age of employees where salary is equal to 45124,SELECT age FROM users WHERE salary = 45124;
900,"Show me the position, hire_date of employees where email is equal to Michael Phillips","SELECT position, hire_date FROM users WHERE email = 'Michael Phillips';"
901,"Show me the department, email, salary, hire_date of employees where name is after Laura Allen","SELECT department, email, salary, hire_date FROM users WHERE name > 'Laura Allen';"
902,"Show me the name, position, email of employees where salary is after 95496","SELECT name, position, email FROM users WHERE salary > 95496;"
903,Show me the salary of employees where position is before Manager,SELECT salary FROM users WHERE position < 'Manager';
904,"Show me the name, email, hire_date, age of employees where email is after Allison Peters","SELECT name, email, hire_date, age FROM users WHERE email > 'Allison Peters';"
905,Show me the email of employees where hire_date is not equal to 2023-06-27,SELECT email FROM users WHERE hire_date != '2023-06-27';
906,"Show me the age, department, email, position of employees where salary is not equal to 132591","SELECT age, department, email, position FROM users WHERE salary != 132591;"
907,Show me the position of employees where salary is before 75542,SELECT position FROM users WHERE salary < 75542;
908,"Show me the age, salary, department, hire_date of employees where department is before Engineering","SELECT age, salary, department, hire_date FROM users WHERE department < 'Engineering';"
909,"Show me the email, department, name, salary of employees where department is equal to Sales","SELECT email, department, name, salary FROM users WHERE department = 'Sales';"
910,"Show me the email, hire_date, department, age of employees where name is after Jason Sanchez","SELECT email, hire_date, department, age FROM users WHERE name > 'Jason Sanchez';"
911,Show me the name of employees where salary is before 48604,SELECT name FROM users WHERE salary < 48604;
912,"Show me the age, salary of employees where salary is less than 64827","SELECT age, salary FROM users WHERE salary < 64827;"
913,"Show me the position, name, email of employees where hire_date is less than 2019-12-30","SELECT position, name, email FROM users WHERE hire_date < '2019-12-30';"
914,"Show me the email, position, salary, hire_date of employees where name is greater than Gary Barajas","SELECT email, position, salary, hire_date FROM users WHERE name > 'Gary Barajas';"
915,"Show me the salary, age, hire_date of employees where email is greater than Mr. Nathan Valdez","SELECT salary, age, hire_date FROM users WHERE email > 'Mr. Nathan Valdez';"
916,"Show me the email, salary, name of employees where department is equal to HR","SELECT email, salary, name FROM users WHERE department = 'HR';"
917,"Show me the name, hire_date, position, age of employees where hire_date is before 2016-01-27","SELECT name, hire_date, position, age FROM users WHERE hire_date < '2016-01-27';"
918,"Show me the age, department of employees where position is after Coordinator","SELECT age, department FROM users WHERE position > 'Coordinator';"
919,"Show me the name, email of employees where email is less than Stephen Bailey","SELECT name, email FROM users WHERE email < 'Stephen Bailey';"
920,"Show me the position, hire_date of employees where name is after Jade Mccarthy","SELECT position, hire_date FROM users WHERE name > 'Jade Mccarthy';"
921,"Show me the department, hire_date of employees where position is not equal to Director","SELECT department, hire_date FROM users WHERE position != 'Director';"
922,Show me the name of employees where hire_date is before 2016-01-14,SELECT name FROM users WHERE hire_date < '2016-01-14';
923,"Show me the email, hire_date, age of employees where hire_date is not equal to 2024-12-19","SELECT email, hire_date, age FROM users WHERE hire_date != '2024-12-19';"
924,"Show me the email, salary, hire_date, age of employees where email is not equal to Brandi Jones","SELECT email, salary, hire_date, age FROM users WHERE email != 'Brandi Jones';"
925,"Show me the name, department of employees where department is less than Finance","SELECT name, department FROM users WHERE department < 'Finance';"
926,"Show me the age, department, hire_date, salary of employees where age is after 51","SELECT age, department, hire_date, salary FROM users WHERE age > 51;"
927,"Show me the age, email, salary of employees where age is not equal to 62","SELECT age, email, salary FROM users WHERE age != 62;"
928,"Show me the department, hire_date of employees where position is greater than Manager","SELECT department, hire_date FROM users WHERE position > 'Manager';"
929,"Show me the name, salary, hire_date, position of employees where department is greater than Sales","SELECT name, salary, hire_date, position FROM users WHERE department > 'Sales';"
930,Show me the age of employees where email is greater than Samantha Fuller,SELECT age FROM users WHERE email > 'Samantha Fuller';
931,Show me the hire_date of employees where age is greater than 29,SELECT hire_date FROM users WHERE age > 29;
932,"Show me the name, department, salary, position of employees where position is equal to Coordinator","SELECT name, department, salary, position FROM users WHERE position = 'Coordinator';"
933,"Show me the department, salary, age of employees where department is equal to Marketing","SELECT department, salary, age FROM users WHERE department = 'Marketing';"
934,Show me the age of employees where email is after Robert Meyer MD,SELECT age FROM users WHERE email > 'Robert Meyer MD';
935,"Show me the email, salary of employees where age is greater than 33","SELECT email, salary FROM users WHERE age > 33;"
936,"Show me the salary, email, position, name of employees where salary is not equal to 135566","SELECT salary, email, position, name FROM users WHERE salary != 135566;"
937,Show me the name of employees where email is not equal to Donald Cruz,SELECT name FROM users WHERE email != 'Donald Cruz';
